,NODELIST,CPUS,MEMORY,AVAIL_FEATURES,PARTITION,TOTAL_NODES,TOTAL_CPUS,MEMORY[GB/node],MEMORY[GB/cpu],NODE(Example),NodeName,Arch,CpuBind,CoresPerSocket,CPUAlloc,CPUEfctv,CPUTot,CPULoad,AvailableFeatures,ActiveFeatures,Gres,NodeAddr,NodeHostName,Version,OS,RealMemory,AllocMem,FreeMem,Sockets,Boards,State,ThreadsPerCore,TmpDisk,Weight,Owner,MCS_label,Partitions,BootTime,SlurmdStartTime,LastBusyTime,ResumeAfterTime,CfgTRES,AllocTRES,CurrentWatts,AveWatts,IB,CPU_MNF,CPU_GEN,CPU_SKU,CPU_FRQ,CLASS,GPU_GEN,GPU_BRD,GPU_SKU,GPU_MEM,GPU_CC
63,"sh02-01n[61-72],sh02-02n[01-09,11-32,49-60,62-68,70-72],sh02-04n[01-53,55-72],sh02-05n[01-24,29-44,4",20,128000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,NO_GPU",owners,137,2740.0,125.0,6.25,sh02-01n61,sh02-01n61,x86_64,cores,10,20,20,20,15.95,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,NO_GPU","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,NO_GPU",(null),sh02-01n61,sh02-01n61,25.11.5,Linux,256000,218304,233757,2,1,ALLOCATED,1,80000,104091,N/A,N/A,owners,2026-04-08T19:49:34,2026-04-30T09:13:14,2026-04-21T03:17:41,None,"cpu=20,mem=250G,billing=82","cpu=20,mem=218304M",172,76,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,,,,,
64,"sh02-03n[37-72],sh02-06n[01-04,13-56],sh02-07n[04-09,11-38,41-56,59-72],sh02-08n[01-34,57-72],sh02-0",24,191000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,NO_GPU",owners,199,4776.0,186.5,7.77,sh02-03n37,sh02-03n37,x86_64,cores,12,24,24,24,16.60,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,NO_GPU","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,NO_GPU",(null),sh02-03n37,sh02-03n37,25.11.5,Linux,191000,152448,158599,2,1,ALLOCATED,1,190000,103181,N/A,N/A,owners,2026-01-27T16:12:13,2026-04-30T09:13:14,2026-04-15T12:57:46,None,"cpu=24,mem=191000M,billing=70","cpu=24,mem=152448M",178,135,EDR,INTEL,SKX,5118,2.30GHz,,,,,,
65,"sh02-12n[06-07],sh02-14n[05-06]",20,256000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:TESLA,GPU_SKU",owners,4,80.0,250.0,12.5,sh02-12n06,sh02-12n06,x86_64,cores,10,20,20,20,3.05,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:TESLA,GPU_SKU:P100_PCIE,GPU_MEM:16GB,GPU_CC:6.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:TESLA,GPU_SKU:P100_PCIE,GPU_MEM:16GB,GPU_CC:6.0",gpu:4(S:0-1),sh02-12n06,sh02-12n06,25.11.5,Linux,512000,458752,471218,2,1,ALLOCATED,1,160000,146091,N/A,N/A,owners,2026-04-08T16:41:38,2026-04-30T09:13:14,2026-04-25T02:01:09,None,"cpu=20,mem=500G,billing=205,gres/gpu=4","cpu=20,mem=448G",297,241,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,PSC,TESLA,P100_PCIE,16GB,6.0
66,"sh02-12n[09-12,14-17],sh02-13n[01-04,06-07,15],sh02-14n08,sh02-15n[03-08]",20,128000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_S",owners,22,440.0,125.0,6.25,sh02-12n09,sh02-12n09,x86_64,cores,10,20,20,20,3.05,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_SKU:TITAN_Xp,GPU_MEM:12GB,GPU_CC:6.1","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:PSC,GPU_BRD:GEFORCE,GPU_SKU:TITAN_Xp,GPU_MEM:12GB,GPU_CC:6.1",gpu:4(S:0-1),sh02-12n09,sh02-12n09,25.11.5,Linux,512000,458752,473455,2,1,ALLOCATED,1,200000,146091,N/A,N/A,owners,2026-04-09T19:09:21,2026-04-30T09:13:14,2026-04-30T09:39:44,None,"cpu=20,mem=500G,billing=205,gres/gpu=4","cpu=20,mem=448G",326,288,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,PSC,GEFORCE,TITAN_Xp,12GB,6.1
67,"sh02-15n[10,13],sh02-16n02",20,256000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:GEFORCE,GPU_S",owners,3,60.0,250.0,12.5,sh02-15n10,sh02-15n10,x86_64,cores,10,20,20,20,10.65,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:GEFORCE,GPU_SKU:TITAN_V,GPU_MEM:12GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:BDW,CPU_SKU:E5-2640v4,CPU_FRQ:2.40GHz,GPU_GEN:VLT,GPU_BRD:GEFORCE,GPU_SKU:TITAN_V,GPU_MEM:12GB,GPU_CC:7.0",gpu:4(S:0-1),sh02-15n10,sh02-15n10,25.11.5,Linux,256000,118784,188854,2,1,ALLOCATED,1,200000,144091,N/A,N/A,owners,2026-04-24T22:49:35,2026-04-30T09:13:14,2026-05-04T06:13:53,None,"cpu=20,mem=250G,billing=142,gres/gpu=4","cpu=20,mem=116G,gres/gpu=2",397,341,EDR,INTEL,BDW,E5-2640v4,2.40GHz,,VLT,GEFORCE,TITAN_V,12GB,7.0
68,"sh02-15n12,sh02-16n[04,10]",64,3072000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6130,CPU_FRQ:2.10GHz,NO_GPU",owners,3,192.0,3000.0,46.88,sh02-15n12,sh02-15n12,x86_64,cores,16,64,64,64,5.49,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6130,CPU_FRQ:2.10GHz,NO_GPU","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:6130,CPU_FRQ:2.10GHz,NO_GPU",(null),sh02-15n12,sh02-15n12,25.11.5,Linux,3072000,294912,2989457,4,1,ALLOCATED,1,190000,109781,N/A,N/A,owners,2026-02-18T01:43:54,2026-04-30T09:13:14,2026-05-04T10:40:57,None,"cpu=64,mem=3000G,billing=814","cpu=64,mem=288G",689,546,EDR,INTEL,SKX,6130,2.10GHz,,,,,,
69,sh02-16n[08-09],24,191000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100",owners,2,48.0,186.5,7.77,sh02-16n08,sh02-16n08,x86_64,cores,12,24,24,24,13.10,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_PCIE,GPU_MEM:32GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_PCIE,GPU_MEM:32GB,GPU_CC:7.0",gpu:4(S:0),sh02-16n08,sh02-16n08,25.11.5,Linux,191000,167936,101784,2,1,ALLOCATED,1,190000,143181,N/A,N/A,"serc,owners",2026-04-12T04:44:43,2026-04-30T09:13:14,2026-04-21T04:54:38,None,"cpu=24,mem=191000M,billing=130,gres/gpu=4","cpu=24,mem=164G,gres/gpu=3",407,364,EDR,INTEL,SKX,5118,2.30GHz,,VLT,TESLA,V100_PCIE,32GB,7.0
70,sh02-16n[08-09],24,191000,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100",owners,2,48.0,186.5,7.77,sh02-16n08,sh02-16n08,x86_64,cores,12,24,24,24,13.10,"IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_PCIE,GPU_MEM:32GB,GPU_CC:7.0","IB:EDR,CPU_MNF:INTEL,CPU_GEN:SKX,CPU_SKU:5118,CPU_FRQ:2.30GHz,GPU_GEN:VLT,GPU_BRD:TESLA,GPU_SKU:V100_PCIE,GPU_MEM:32GB,GPU_CC:7.0",gpu:4(S:0),sh02-16n08,sh02-16n08,25.11.5,Linux,191000,167936,101784,2,1,ALLOCATED,1,190000,143181,N/A,N/A,"serc,owners",2026-04-12T04:44:43,2026-04-30T09:13:14,2026-04-21T04:54:38,None,"cpu=24,mem=191000M,billing=130,gres/gpu=4","cpu=24,mem=164G,gres/gpu=3",407,364,EDR,INTEL,SKX,5118,2.30GHz,,VLT,TESLA,V100_PCIE,32GB,7.0
71,"sh03-02n[01-08,10-15,17-72],sh03-03n[01-72],sh03-04n[01-72],sh03-05n[01-72],sh03-06n[01-72]",32,256000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBASE",owners,358,11456.0,250.0,7.81,sh03-02n01,sh03-02n01,x86_64,cores,16,32,32,32,15.88,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBASE","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBASE",(null),sh03-02n01,sh03-02n01,25.11.5,Linux,256000,236992,233017,2,1,ALLOCATED,1,1900000,104371,N/A,N/A,owners,2026-04-08T19:50:02,2026-04-30T09:13:14,2026-05-03T21:21:20,None,"cpu=32,mem=250G,billing=94","cpu=32,mem=236992M",114,102,HDR,AMD,RME,7502,2.50GHz,SH3_CBASE,,,,,
72,"sh03-11n[17-23],sh03-17n[17-22],sh03-18n[17,19-24]",128,1024000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,NO_GPU,CLASS:SH3_CPERF.1",owners,20,2560.0,1000.0,7.81,sh03-11n17,sh03-11n17,x86_64,cores,32,128,128,128,35.04,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,NO_GPU,CLASS:SH3_CPERF.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7763,CPU_FRQ:2.45GHz,NO_GPU,CLASS:SH3_CPERF.1",(null),sh03-11n17,sh03-11n17,25.11.5,Linux,1024000,921600,402167,4,1,ALLOCATED,1,3000000,107861,N/A,N/A,owners,2026-01-27T17:10:37,2026-04-30T09:13:15,2026-03-06T14:25:54,None,"cpu=128,mem=1000G,billing=378","cpu=128,mem=900G",490,462,HDR,AMD,MLN,7763,2.45GHz,SH3_CPERF.1,,,,,
73,"sh03-11n24,sh03-17n[23-24],sh03-18n18",64,4096000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBIGMEM.1",owners,4,256.0,4000.0,62.5,sh03-11n24,sh03-11n24,x86_64,cores,16,64,64,64,23.84,"IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBIGMEM.1","IB:HDR,CPU_MNF:AMD,CPU_GEN:MLN,CPU_SKU:7543,CPU_FRQ:2.75GHz,NO_GPU,CLASS:SH3_CBIGMEM.1",(null),sh03-11n24,sh03-11n24,25.11.5,Linux,4096000,2007040,3907639,4,1,ALLOCATED,1,3000000,109761,N/A,N/A,owners,2026-03-10T19:10:23,2026-04-30T09:13:15,2026-03-26T15:08:49,None,"cpu=64,mem=4000G,billing=1064","cpu=64,mem=1960G",486,459,HDR,AMD,MLN,7543,2.75GHz,SH3_CBIGMEM.1,,,,,
74,"sh03-12n[20-24],sh03-13n[18-24],sh03-14n[17-24],sh03-15n[17-24],sh03-16n[17-24]",128,1024000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7742,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH3_CPERF",owners,36,4608.0,1000.0,7.81,sh03-12n20,sh03-12n20,x86_64,cores,32,128,128,128,109.05,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7742,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH3_CPERF","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7742,CPU_FRQ:2.25GHz,NO_GPU,CLASS:SH3_CPERF",(null),sh03-12n20,sh03-12n20,25.11.5,Linux,1024000,983040,953893,4,1,ALLOCATED,1,3000000,107871,N/A,N/A,owners,2026-02-16T01:12:10,2026-04-30T09:13:15,2026-05-03T22:44:51,None,"cpu=128,mem=1000G,billing=378","cpu=128,mem=960G",485,354,HDR,AMD,RME,7742,2.25GHz,SH3_CPERF,,,,,
75,sh03-13n17,64,4096000,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBIGMEM",owners,1,64.0,4000.0,62.5,sh03-13n17,sh03-13n17,x86_64,cores,16,64,64,64,49.71,"IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBIGMEM","IB:HDR,CPU_MNF:AMD,CPU_GEN:RME,CPU_SKU:7502,CPU_FRQ:2.50GHz,NO_GPU,CLASS:SH3_CBIGMEM",(null),sh03-13n17,sh03-13n17,25.11.5,Linux,4096000,1114112,3614776,4,1,ALLOCATED,1,3000000,109771,N/A,N/A,owners,2026-01-27T16:52:16,2026-04-30T09:13:15,2026-04-29T19:07:38,None,"cpu=64,mem=4000G,billing=1064","cpu=64,mem=1088G",473,426,HDR,AMD,RME,7502,2.50GHz,SH3_CBIGMEM,,,,,
76,"sh04-02n01,sh04-03n01,sh04-04n01,sh04-05n01,sh04-06n01,sh04-07n01,sh04-08n01,sh04-09n01,sh04-10n01,s",64,2048000,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H1",owners,10,640.0,2000.0,31.25,sh04-02n01,sh04-02n01,x86_64,cores,16,64,64,64,23.27,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H100_SXM5,GPU_MEM:80GB,GPU_CC:9.0,CLASS:SH4_G8TF64","IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H100_SXM5,GPU_MEM:80GB,GPU_CC:9.0,CLASS:SH4_G8TF64",gpu:8(S:0-3),sh04-02n01,sh04-02n01,25.11.5,Linux,2048000,1654784,1755598,4,1,ALLOCATED,1,28000000,168751,N/A,N/A,owners,2026-03-17T21:36:50,2026-04-30T09:13:16,2026-03-30T16:38:36,None,"cpu=64,mem=2000G,billing=684,gres/gpu=8","cpu=64,mem=1616G,gres/gpu=5",3275,1966,NDR,INTEL,SPR,8462Y+,2.80GHz,SH4_G8TF64,HPR,TESLA,H100_SXM5,80GB,9.0
77,"sh04-08n[05,09],sh04-09n[05,09],sh04-10n[05,09],sh04-15n[05,09],sh04-16n[05,09],sh04-17n05",64,2048000,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H2",owners,11,704.0,2000.0,31.25,sh04-08n05,sh04-08n05,x86_64,cores,16,64,64,64,26.57,"IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H200_SXM5,GPU_MEM:141GB,GPU_CC:9.0,CLASS:SH4_G8TF64.1","IB:NDR,CPU_MNF:INTEL,CPU_GEN:SPR,CPU_SKU:8462Y+,CPU_FRQ:2.80GHz,GPU_GEN:HPR,GPU_BRD:TESLA,GPU_SKU:H200_SXM5,GPU_MEM:141GB,GPU_CC:9.0,CLASS:SH4_G8TF64.1",gpu:8(S:0-3),sh04-08n05,sh04-08n05,25.11.5,Linux,2048000,1769472,1657066,4,1,ALLOCATED,1,28000000,168751,N/A,N/A,owners,2026-03-29T16:24:25,2026-04-30T09:13:18,2026-04-30T09:13:16,None,"cpu=64,mem=2000G,billing=684,gres/gpu=8","cpu=64,mem=1728G,gres/gpu=8",3687,2264,NDR,INTEL,SPR,8462Y+,2.80GHz,SH4_G8TF64.1,HPR,TESLA,H200_SXM5,141GB,9.0
